TOUR CRIETERIA,NAME OF THE TOUR,OTHER,REVIEWS,LINKS
ActivitÈs en plein air ‡ Paris,La Croisi√®re Gourmande,Croisi√®res,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d14189526-Reviews-La_Croisiere_Gourmande-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,One Day Luxury Cars,Locations de mat√©riel,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d14133034-Reviews-One_Day_Luxury_Cars-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Bateaux de Paris,Croisi√®res,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d14126791-Reviews-Bateaux_de_Paris-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Harley-Davidson,Locations de mat√©riel,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d14063045-Reviews-Harley_Davidson-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Le Diamant Bleu,Croisi√®res,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d13986542-Reviews-Le_Diamant_Bleu-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Gyroroue-Shop,Locations de mat√©riel,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d12707689-Reviews-Gyroroue_Shop-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Sensations Paris Plong√©e,Plong√©e sous-marine et avec tuba,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d12551124-Reviews-Sensations_Paris_Plongee-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Ebike Rental Paris,Locations de mat√©riel,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d12526337-Reviews-Ebike_Rental_Paris-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,PARIS-CHARI CLUB,Locations de mat√©riel,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d12255380-Reviews-PARIS_CHARI_CLUB-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Ecole de Navigation Francaise Paris,Circuits en hors-bord,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d11616212-Reviews-Ecole_de_Navigation_Francaise_Paris-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Paris Run and Visit,Visites et footing,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d10844348-Reviews-Paris_Run_and_Visit-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Visit.org,Visites de la ville,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d10744492-Reviews-Visit_org-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Legends Never Die,"Visites priv√©es, Visites nocturnes",0,https://www.tripadvisor.fr/Attraction_Review-g187147-d10686284-Reviews-Legends_Never_Die-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Les Cal√®ches De Versailles,,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d10136280-Reviews-Les_Caleches_De_Versailles-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Runrun Tours,Visites et footing,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d10092971-Reviews-Runrun_Tours-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Paris Wine Gourmet,"Oenotourisme , Visites priv√©es",0,https://www.tripadvisor.fr/Attraction_Review-g187147-d10089881-Reviews-Paris_Wine_Gourmet-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Objectif France,,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d10075975-Reviews-Objectif_France-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Prestige and Luxury,Locations de mat√©riel,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d8830248-Reviews-Prestige_and_Luxury-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,ParisLuxuryCar,Locations de mat√©riel,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d8274124-Reviews-ParisLuxuryCar-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Skydive Paris,Circuits extr√™mes,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d6823372-Reviews-Skydive_Paris-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Scoot-E,Locations de mat√©riel,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d3888882-Reviews-Scoot_E-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,La Route du Cacao,Croisi√®res,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d279061-Reviews-La_Route_du_Cacao-Paris_Ile_de_France.html
ActivitÈs en plein air ‡ Paris,Bike 'N Roller,Locations de mat√©riel,0,https://www.tripadvisor.fr/Attraction_Review-g187147-d188873-Reviews-Bike_N_Roller-Paris_Ile_de_France.html
Circuits,Paris Charms & Secrets Tours,Visites de la ville,3261,https://www.tripadvisor.fr/Attraction_Review-g187147-d2038979-Reviews-Paris_Charms_Secrets_Tours-Paris_Ile_de_France.html
Circuits,Wego Walking Tours,Visites p√©destres,1910,https://www.tripadvisor.fr/Attraction_Review-g187147-d4551153-Reviews-Wego_Walking_Tours-Paris_Ile_de_France.html
Circuits,Babylon Tours,,819,https://www.tripadvisor.fr/Attraction_Review-g187147-d3205960-Reviews-Babylon_Tours-Paris_Ile_de_France.html
Circuits,Retro Tour Paris,Visites de la ville,834,https://www.tripadvisor.fr/Attraction_Review-g187147-d8453092-Reviews-Retro_Tour_Paris-Paris_Ile_de_France.html
Circuits,Paris by Martin & Friends,"Visites nocturnes, Visites p√©destres",1180,https://www.tripadvisor.fr/Attraction_Review-g187147-d3405921-Reviews-Paris_by_Martin_Friends-Paris_Ile_de_France.html
Circuits,Boutique Bike Tours,Excursions √† v√©lo,193,https://www.tripadvisor.fr/Attraction_Review-g187147-d12442407-Reviews-Boutique_Bike_Tours-Paris_Ile_de_France.html
Circuits,2CVParisTour Tours,Visites priv√©es,646,https://www.tripadvisor.fr/Attraction_Review-g187147-d6631392-Reviews-2CVParisTour_Tours-Paris_Ile_de_France.html
Circuits,Paris by Mouth,Visites p√©destres,1749,https://www.tripadvisor.fr/Attraction_Review-g187147-d2613395-Reviews-Paris_by_Mouth-Paris_Ile_de_France.html
Circuits,Secret Food Tours Paris,Circuits gourmands,1715,https://www.tripadvisor.fr/Attraction_Review-g187147-d6825442-Reviews-Secret_Food_Tours_Paris-Paris_Ile_de_France.html
Circuits,La Cuisine Paris - Cooking Classes,"Circuits gourmands, Cours de cuisine",2222,https://www.tripadvisor.fr/Attraction_Review-g187147-d1600380-Reviews-La_Cuisine_Paris_Cooking_Classes-Paris_Ile_de_France.html
Circuits,White Umbrella Tours,Visites de la ville,1672,https://www.tripadvisor.fr/Attraction_Review-g187147-d8027801-Reviews-White_Umbrella_Tours-Paris_Ile_de_France.html
Circuits,ParisTour1,"Visites priv√©es, Visites guid√©es",265,https://www.tripadvisor.fr/Attraction_Review-g187147-d12103860-Reviews-ParisTour1-Paris_Ile_de_France.html
Circuits,Withlocals,"Visites priv√©es, Visites p√©destres",417,https://www.tripadvisor.fr/Attraction_Review-g187147-d11616540-Reviews-Withlocals-Paris_Ile_de_France.html
Circuits,Localers,Visites priv√©es,707,https://www.tripadvisor.fr/Attraction_Review-g187147-d3657579-Reviews-Localers-Paris_Ile_de_France.html
Circuits,Like a Local in Paris,Visites nocturnes,544,https://www.tripadvisor.fr/Attraction_Review-g187147-d7289755-Reviews-Like_a_Local_in_Paris-Paris_Ile_de_France.html
Circuits,Paris Muse Private Tours,"Visites priv√©es, Visites culturelles",639,https://www.tripadvisor.fr/Attraction_Review-g187147-d1822724-Reviews-Paris_Muse_Private_Tours-Paris_Ile_de_France.html
Circuits,Napoleone Tour,Visites p√©destres,500,https://www.tripadvisor.fr/Attraction_Review-g187147-d8152125-Reviews-Napoleone_Tour-Paris_Ile_de_France.html
Circuits,Culinary Tours of Paris,Circuits gourmands,761,https://www.tripadvisor.fr/Attraction_Review-g187147-d2023178-Reviews-Culinary_Tours_of_Paris-Paris_Ile_de_France.html
Circuits,Paris Original Tours,Visites en Segway,430,https://www.tripadvisor.fr/Attraction_Review-g187147-d2101013-Reviews-Paris_Original_Tours-Paris_Ile_de_France.html
Circuits,Wine Tasting In Paris,Oenotourisme ,303,https://www.tripadvisor.fr/Attraction_Review-g187147-d5482068-Reviews-Wine_Tasting_In_Paris-Paris_Ile_de_France.html
Circuits,Sight Seeker's Delight Unique Walking Tours,Visites de la ville,1832,https://www.tripadvisor.fr/Attraction_Review-g187147-d1520118-Reviews-Sight_Seeker_s_Delight_Unique_Walking_Tours-Paris_Ile_de_France.html
Circuits,C√©dric's Paris,Visites priv√©es,300,https://www.tripadvisor.fr/Attraction_Review-g187147-d4116448-Reviews-Cedric_s_Paris_Private_Tours-Paris_Ile_de_France.html
Circuits,Midnight In Paris On Wheels Visites Priv√©es,Visites de la ville,308,https://www.tripadvisor.fr/Attraction_Review-g187147-d6473025-Reviews-Midnight_In_Paris_On_Wheels-Paris_Ile_de_France.html
Circuits,Bike About Tours,Excursions √† v√©lo,2819,https://www.tripadvisor.fr/Attraction_Review-g187147-d652724-Reviews-Bike_About_Tours-Paris_Ile_de_France.html
Circuits,Cook' n With Class Paris,"Circuits gourmands, Cours de cuisine",1897,https://www.tripadvisor.fr/Attraction_Review-g187147-d648464-Reviews-Cook_n_With_Class_Paris-Paris_Ile_de_France.html
Circuits,Blue Fox Travel - Blue Bike Tours,Visites de la ville,3399,https://www.tripadvisor.fr/Attraction_Review-g187147-d2626587-Reviews-Blue_Fox_Travel_Blue_Bike_Tours-Paris_Ile_de_France.html
Circuits,Memories DMC France,,120,https://www.tripadvisor.fr/Attraction_Review-g187147-d11867246-Reviews-Memories_DMC_France-Paris_Ile_de_France.html
Circuits,Eye Prefer Paris Tours,Visites de la ville,637,https://www.tripadvisor.fr/Attraction_Review-g187147-d2076448-Reviews-Eye_Prefer_Paris_Tours-Paris_Ile_de_France.html
Circuits,Walks of France,"Visites guid√©es, Visites de la ville",105,https://www.tripadvisor.fr/Attraction_Review-g187147-d12251698-Reviews-Walks_of_France-Paris_Ile_de_France.html
Circuits,Unique Paris Private Tours,Visites priv√©es,451,https://www.tripadvisor.fr/Attraction_Review-g187147-d1758464-Reviews-Unique_Paris_Private_Tours-Paris_Ile_de_France.html
Circuits,April in Paris Tours,"Visites culturelles, Visites priv√©es",100,https://www.tripadvisor.fr/Attraction_Review-g187147-d10215571-Reviews-April_in_Paris_Tours-Paris_Ile_de_France.html
Circuits,Just'in Paris,Visites priv√©es,107,https://www.tripadvisor.fr/Attraction_Review-g187147-d6276150-Reviews-Just_in_Paris-Paris_Ile_de_France.html
Circuits,Paris Mal Anders,"Visites de la ville, Visites priv√©es",203,https://www.tripadvisor.fr/Attraction_Review-g187147-d9808446-Reviews-Paris_Mal_Anders-Paris_Ile_de_France.html
Circuits,City Lights Tours Paris,Visites p√©destres,192,https://www.tripadvisor.fr/Attraction_Review-g187147-d8862575-Reviews-City_Lights_Tours_Paris-Paris_Ile_de_France.html
Circuits,Paris in Tour,Visites p√©destres,201,https://www.tripadvisor.fr/Attraction_Review-g187147-d7181830-Reviews-Paris_in_Tour-Paris_Ile_de_France.html
Circuits,Paris Urban Adventures,Visites de la ville,573,https://www.tripadvisor.fr/Attraction_Review-g187147-d2163023-Reviews-Paris_Urban_Adventures-Paris_Ile_de_France.html
Circuits,Fran√ßa Entre Amigos,Visites de la ville,266,https://www.tripadvisor.fr/Attraction_Review-g187147-d8674170-Reviews-Franca_Entre_Amigos-Paris_Ile_de_France.html
Circuits,The Americans in Paris,Visites de la ville,145,https://www.tripadvisor.fr/Attraction_Review-g187147-d5789116-Reviews-The_Americans_in_Paris-Paris_Ile_de_France.html
Circuits,StrollsParis,Excursions √† v√©lo,116,https://www.tripadvisor.fr/Attraction_Review-g187147-d3137427-Reviews-StrollsParis-Paris_Ile_de_France.html
Circuits,City Insiders Paris,Visites de la ville,78,https://www.tripadvisor.fr/Attraction_Review-g187147-d12982233-Reviews-City_Insiders_Paris-Paris_Ile_de_France.html
Circuits,Women of Paris,Visites p√©destres,100,https://www.tripadvisor.fr/Attraction_Review-g187147-d11732039-Reviews-Women_of_Paris-Paris_Ile_de_France.html
Circuits,Paris Tours Photo & Portraits,Visites guid√©es,85,https://www.tripadvisor.fr/Attraction_Review-g187147-d3735491-Reviews-Paris_Tours_Photo_Portraits-Paris_Ile_de_France.html
Circuits,Paris in Person Walking Tour,"Visites culturelles, Visites priv√©es",284,https://www.tripadvisor.fr/Attraction_Review-g187147-d3784173-Reviews-Paris_in_Person_Walking_Tour-Paris_Ile_de_France.html
Circuits,Coraz√≥n Tours Paris,Visites guid√©es,106,https://www.tripadvisor.fr/Attraction_Review-g187147-d6352996-Reviews-Corazon_Tours_Paris-Paris_Ile_de_France.html
Circuits,Keys for Paris,Visites de la ville,119,https://www.tripadvisor.fr/Attraction_Review-g187147-d7757169-Reviews-Keys_for_Paris-Paris_Ile_de_France.html
Circuits,David Kafari,Visites priv√©es,119,https://www.tripadvisor.fr/Attraction_Review-g187147-d4255978-Reviews-David_Kafari-Paris_Ile_de_France.html
Circuits,Mon Beau Paris,Visites culturelles,172,https://www.tripadvisor.fr/Attraction_Review-g187147-d7702088-Reviews-Mon_Beau_Paris-Paris_Ile_de_France.html
Circuits,The Green Way,"Visites en Segway, Visites guid√©es",77,https://www.tripadvisor.fr/Attraction_Review-g187147-d7201350-Reviews-The_Green_Way-Paris_Ile_de_France.html
Circuits,Left Bank Scooters,"Visites priv√©es, Visites guid√©es",696,https://www.tripadvisor.fr/Attraction_Review-g187147-d1514032-Reviews-Left_Bank_Scooters-Paris_Ile_de_France.html
Circuits,Aperture Tours,Circuits photographiques,151,https://www.tripadvisor.fr/Attraction_Review-g187147-d4064976-Reviews-Aperture_Tours-Paris_Ile_de_France.html
Circuits,Paris Running Tours,Visites et footing,170,https://www.tripadvisor.fr/Attraction_Review-g187147-d1815347-Reviews-Paris_Running_Tours-Paris_Ile_de_France.html
Circuits,Paris Wine Day Tours,"Visites culturelles, Visites guid√©es",465,https://www.tripadvisor.fr/Attraction_Review-g187147-d1907763-Reviews-Paris_Wine_Day_Tours-Paris_Ile_de_France.html
Circuits,My Private Paris,Visites p√©destres,194,https://www.tripadvisor.fr/Attraction_Review-g187147-d8468508-Reviews-My_Private_Paris-Paris_Ile_de_France.html
Circuits,Parisitour,Visites de la ville,117,https://www.tripadvisor.fr/Attraction_Review-g187147-d7675416-Reviews-Parisitour-Paris_Ile_de_France.html
Circuits,Best of France Tours,,352,https://www.tripadvisor.fr/Attraction_Review-g187147-d1488039-Reviews-Best_of_France_Tours-Paris_Ile_de_France.html
Circuits,Decadent Gourmet Food Tours,Circuits gourmands,108,https://www.tripadvisor.fr/Attraction_Review-g187147-d3501459-Reviews-Decadent_Gourmet_Food_Tours-Paris_Ile_de_France.html
Circuits,Paris by Scooter,Locations de mat√©riel,259,https://www.tripadvisor.fr/Attraction_Review-g187147-d2146080-Reviews-Paris_by_Scooter-Paris_Ile_de_France.html
Circuits,TukTuk Ride Paris,"Visites de la ville, Visites priv√©es",119,https://www.tripadvisor.fr/Attraction_Review-g187147-d10216117-Reviews-TukTuk_Ride_Paris-Paris_Ile_de_France.html
Circuits,Better Travel Photos,Circuits photographiques,300,https://www.tripadvisor.fr/Attraction_Review-g187147-d1722908-Reviews-Better_Travel_Photos-Paris_Ile_de_France.html
Circuits,Paris Tours with Kids,Visites de la ville,88,https://www.tripadvisor.fr/Attraction_Review-g187147-d7098089-Reviews-Paris_Tours_with_Kids-Paris_Ile_de_France.html
Circuits,Paris Foot Walks,Visites p√©destres,150,https://www.tripadvisor.fr/Attraction_Review-g187147-d5603925-Reviews-Paris_Foot_Walks-Paris_Ile_de_France.html
Circuits,Ultimate Paris Guide Tours,"Visites priv√©es, Visites de la ville",256,https://www.tripadvisor.fr/Attraction_Review-g187147-d2082673-Reviews-Ultimate_Paris_Guide_Tours-Paris_Ile_de_France.html
Circuits,Meet the Locals in France,Visites culturelles,115,https://www.tripadvisor.fr/Attraction_Review-g187147-d12164304-Reviews-Meet_the_Locals_in_France-Paris_Ile_de_France.html
Circuits,I Louvre Paris,Visites de la ville,142,https://www.tripadvisor.fr/Attraction_Review-g187147-d3735424-Reviews-I_Louvre_Paris-Paris_Ile_de_France.html
Circuits,City Free Tour,Visites de la ville,1035,https://www.tripadvisor.fr/Attraction_Review-g187147-d1488792-Reviews-City_Free_Tour-Paris_Ile_de_France.html
Circuits,4 Roues Sous 1 Parapluie,Visites nocturnes,676,https://www.tripadvisor.fr/Attraction_Review-g187147-d1837944-Reviews-4_Roues_Sous_1_Parapluie-Paris_Ile_de_France.html
Circuits,Transferparis - Telma France Tour,Taxis et navettes,159,https://www.tripadvisor.fr/Attraction_Review-g187147-d8506547-Reviews-Transferparis_Telma_France_Tour-Paris_Ile_de_France.html
Circuits,Driver-Guide-France,"Visites culturelles, Visites guid√©es",137,https://www.tripadvisor.fr/Attraction_Review-g187147-d2365092-Reviews-Driver_Guide_France-Paris_Ile_de_France.html
Circuits,Les Necro-Romantiques et Thierry Le Roi,Visites guid√©es,261,https://www.tripadvisor.fr/Attraction_Review-g187147-d3199521-Reviews-Les_Necro_Romantiques_et_Thierry_Le_Roi-Paris_Ile_de_France.html
Circuits,Green River Cruises,Croisi√®res,238,https://www.tripadvisor.fr/Attraction_Review-g187147-d3666966-Reviews-Green_River_Cruises-Paris_Ile_de_France.html
Circuits,Street Art Tour Paris avec Kasia,Visites p√©destres,111,https://www.tripadvisor.fr/Attraction_Review-g187147-d7044248-Reviews-Street_Art_Tour_Paris_with_Kasia-Paris_Ile_de_France.html
Circuits,Paris a Dream Circuits,Circuits gourmands,85,https://www.tripadvisor.fr/Attraction_Review-g187147-d11621772-Reviews-Paris_a_Dream_Circuits-Paris_Ile_de_France.html
Circuits,Tuktuk in Paris,"Visites de la ville, Visites priv√©es",106,https://www.tripadvisor.fr/Attraction_Review-g187147-d10720285-Reviews-Tuktuk_in_Paris-Paris_Ile_de_France.html
Circuits,Ever Photo Shoot,Circuits photographiques,409,https://www.tripadvisor.fr/Attraction_Review-g187147-d9710243-Reviews-Ever_Photo_Shoot-Paris_Ile_de_France.html
Circuits,Culturefish! Tours,"Visites de la ville, Visites priv√©es",493,https://www.tripadvisor.fr/Attraction_Review-g187147-d2479112-Reviews-Culturefish_Tours-Paris_Ile_de_France.html
Circuits,Context Paris Tours,Visites de la ville,398,https://www.tripadvisor.fr/Attraction_Review-g187147-d1464432-Reviews-Context_Paris_Tours-Paris_Ile_de_France.html
Circuits,Original Food Tours,"Visites priv√©es, Visites guid√©es",241,https://www.tripadvisor.fr/Attraction_Review-g187147-d9465625-Reviews-Original_Food_Tours-Paris_Ile_de_France.html
Circuits,Parigi.It,"Visites guid√©es, Visites de la ville",127,https://www.tripadvisor.fr/Attraction_Review-g187147-d11760196-Reviews-Parigi_It-Paris_Ile_de_France.html
Circuits,SANDEMANs NEW Europe - Paris,Visites de la ville,9683,https://www.tripadvisor.fr/Attraction_Review-g187147-d1557378-Reviews-SANDEMANs_NEW_Europe_Paris-Paris_Ile_de_France.html
Circuits,P√¢tisserie √† la Carte,"Cours de cuisine, Circuits gourmands",223,https://www.tripadvisor.fr/Attraction_Review-g187147-d5121240-Reviews-Patisserie_a_la_Carte-Paris_Ile_de_France.html
Circuits,Paris Authentic,Visites de la ville,601,https://www.tripadvisor.fr/Attraction_Review-g187147-d664422-Reviews-Paris_Authentic-Paris_Ile_de_France.html
Circuits,Set In Paris Movie Tours,"Circuits shopping, Visites p√©destres",310,https://www.tripadvisor.fr/Attraction_Review-g187147-d4815567-Reviews-Set_In_Paris_Movie_Tours-Paris_Ile_de_France.html
